GameState,PossibleArrows,WinProb,TieProb
20324865466368,10;11;19;21;58;61;,0.5,0.5
20325939208192,11;13;17;19;57;61;,0.5,0.5
20327012950016,10;13;17;21;57;58;,1,0
20333455400960,10;13;19;21;50;51;,0.5,0.5
20334529142784,11;13;17;21;49;51;,0.5,0.5
20337750368256,10;11;17;19;49;50;,1,0
20317349285888,11;13;19;22;61;62;,1,0
20318423027712,10;13;21;22;58;62;,1,0
20321644253184,10;11;19;21;58;61;,1,0
20334529155072,11;13;21;22;43;46;,1,0
20337750380544,10;11;19;22;42;46;,1,0
20338824122368,10;13;19;21;42;43;,1,0
20316275548160,11;14;19;21;61;62;,0.5,0.5
20318423031808,13;14;17;21;57;62;,1,0
20321644257280,11;13;17;19;57;61;,1,0
20333455417344,13;14;19;21;43;46;,1,0
20337750384640,11;14;17;19;41;46;,0.5,0.5
20338824126464,11;13;17;21;41;43;,1,0
20316275552256,10;14;21;22;58;61;,0.5,0.5
20317349294080,13;14;17;22;57;61;,1,0
20321644261376,10;13;17;21;57;58;,1,0
20333455421440,10;13;21;22;42;46;,0,1
20334529163264,13;14;17;21;41;46;,0,1
20337750388736,10;14;17;22;41;42;,0.5,0.5
20316275560448,10;11;19;22;58;62;,0,1
20317349302272,11;14;17;19;57;62;,0.5,0.5
20318423044096,10;14;17;22;57;58;,0.5,0.5
20333455429632,10;14;19;22;42;43;,0,1
20334529171456,11;14;17;22;41;43;,0,1
20338824138752,10;11;17;19;41;42;,0,1
20317349318656,13;14;19;22;51;53;,1,0
20318423060480,10;14;21;22;50;53;,1,0
20321644285952,10;13;19;21;50;51;,1,0
20325939253248,13;14;19;21;43;46;,1,0
20327012995072,10;13;21;22;42;46;,1,0
20329160478720,10;14;19;22;42;43;,1,0
20316275580928,11;14;21;22;51;53;,1,0
20318423064576,13;14;17;22;49;53;,1,0
20321644290048,11;13;17;21;49;51;,1,0
20324865515520,11;13;21;22;43;46;,1,0
20327012999168,13;14;17;21;41;46;,1,0
20329160482816,11;14;17;22;41;43;,1,0
20316275593216,10;14;19;22;50;51;,0.5,0.5
20317349335040,11;14;17;22;49;51;,0.5,0.5
20321644302336,10;11;17;19;49;50;,1,0
20324865527808,10;11;19;22;42;46;,0,1
20325939269632,11;14;17;19;41;46;,0.5,0.5
20327013011456,10;14;17;22;41;42;,0.5,0.5
20316275597312,10;11;19;21;50;53;,0,1
20317349339136,11;13;17;19;49;53;,0.5,0.5
20318423080960,10;13;17;21;49;50;,0.5,0.5
20324865531904,10;13;19;21;42;43;,0,1
20325939273728,11;13;17;21;41;43;,0,1
20329160499200,10;11;17;19;41;42;,0,1
20272251928576,10;11;13;14;17;19;21;22;41;42;43;46;49;50;51;53;57;58;61;62;,0.958333,0.0416667
20464451854336,14;15;21;23;61;62;,0,1
20466599337984,11;15;22;23;59;62;,0,1
20468746821632,11;14;21;22;59;61;,0.5,0.5
20473041788928,14;15;21;22;53;55;,0,1
20475189272576,11;14;22;23;51;55;,0,1
20476263014400,11;15;21;23;51;53;,0,1
20463378124800,14;15;19;23;59;62;,0,1
20464451866624,10;15;22;23;58;62;,0,1
20468746833920,10;14;19;22;58;59;,0.5,0.5
20471968059392,14;15;19;22;51;55;,0,1
20473041801216,10;14;22;23;50;55;,0,1
20476263026688,10;15;19;23;50;51;,0.5,0.5
20463378128896,11;15;21;23;59;61;,0,1
20466599354368,10;15;19;23;58;59;,0.5,0.5
20468746838016,10;11;19;21;58;61;,1,0
20471968063488,11;15;19;21;53;55;,0,1
20473041805312,10;15;21;23;50;53;,0,1
20475189288960,10;11;19;23;50;55;,0.5,0.5
20463378132992,11;14;19;21;61;62;,0,1
20464451874816,10;14;21;22;58;61;,0.5,0.5
20466599358464,10;11;19;22;58;62;,0.5,0.5
20471968067584,11;14;21;22;51;53;,0,1
20475189293056,10;14;19;22;50;51;,0.5,0.5
20476263034880,10;11;19;21;50;53;,0.5,0.5
20473041854464,14;15;21;23;37;38;,0.5,0.5
20475189338112,11;14;19;23;38;39;,1,0
20476263079936,11;15;19;21;37;39;,1,0
20471968116736,14;15;21;22;37;39;,0.5,0.5
20475189342208,10;14;22;23;34;39;,0.5,0.5
20476263084032,10;15;21;23;34;37;,1,0
20471968124928,11;15;19;22;38;39;,0,1
20473041866752,10;15;22;23;34;38;,0,1
20476263092224,10;11;19;23;34;39;,0,1
20471968133120,11;14;19;21;37;38;,0,1
20473041874944,10;14;21;22;34;37;,0,1
20475189358592,10;11;19;22;34;38;,0,1
20464451952640,14;15;21;22;37;39;,1,0
20466599436288,11;15;19;22;38;39;,1,0
20468746919936,11;14;19;21;37;38;,1,0
20463378214912,14;15;21;23;37;38;,0.5,0.5
20466599440384,10;15;22;23;34;38;,1,0
20468746924032,10;14;21;22;34;37;,1,0
20463378223104,11;14;19;23;38;39;,0,1
20464451964928,10;14;22;23;34;39;,0,1
20468746932224,10;11;19;22;34;38;,1,0
20463378227200,11;15;19;21;37;39;,0,1
20464451969024,10;15;21;23;34;37;,0,1
20466599452672,10;11;19;23;34;39;,0,1
20409690882048,10;11;14;15;19;21;22;23;34;37;38;39;50;51;53;55;58;59;61;62;,0.791667,0.208333
20533171326976,13;15;22;23;61;62;,0,1
20535318810624,14;15;19;23;59;62;,0,1
20537466294272,13;14;19;22;59;61;,1,0
20541761261568,13;14;22;23;53;55;,0.5,0.5
20543908745216,14;15;19;22;51;55;,1,0
20544982487040,13;15;19;23;51;53;,0,1
20531023859712,11;15;22;23;59;62;,0,1
20533171343360,14;15;17;23;57;62;,0,1
20537466310656,11;14;17;22;57;59;,1,0
20539613794304,11;14;22;23;51;55;,0,1
20541761277952,14;15;17;22;49;55;,0,1
20544982503424,11;15;17;23;49;51;,0.5,0.5
20531023863808,13;15;19;23;59;61;,0,1
20535318831104,11;15;17;23;57;59;,0.5,0.5
20537466314752,11;13;17;19;57;61;,1,0
20539613798400,11;13;19;23;53;55;,0,1
20541761282048,13;15;17;23;49;53;,0,1
20543908765696,11;15;17;19;49;55;,0.5,0.5
20531023867904,11;13;19;22;61;62;,0,1
20533171351552,13;14;17;22;57;61;,1,0
20535318835200,11;14;17;19;57;62;,0.5,0.5
20539613802496,13;14;19;22;51;53;,0,1
20543908769792,11;14;17;22;49;51;,0.5,0.5
20544982511616,11;13;17;19;49;53;,0.5,0.5
20541761327104,13;15;22;23;37;38;,0.5,0.5
20543908810752,11;15;19;22;38;39;,1,0
20544982552576,11;13;19;23;37;39;,1,0
20539613851648,13;14;22;23;37;39;,0.5,0.5
20543908818944,14;15;17;22;33;39;,0,1
20544982560768,13;15;17;23;33;37;,0,1
20539613859840,11;14;19;23;38;39;,0,1
20541761343488,14;15;17;23;33;38;,0,1
20544982568960,11;15;17;19;33;39;,0,1
20539613868032,11;13;19;22;37;38;,0,1
20541761351680,13;14;17;22;33;37;,0,1
20543908835328,11;14;17;19;33;38;,0.5,0.5
20533171425280,13;14;22;23;37;39;,1,0
20535318908928,11;14;19;23;38;39;,1,0
20537466392576,11;13;19;22;37;38;,1,0
20531023949824,13;15;22;23;37;38;,0.5,0.5
20535318917120,14;15;17;23;33;38;,0.5,0.5
20537466400768,13;14;17;22;33;37;,1,0
20531023958016,11;15;19;22;38;39;,0,1
20533171441664,14;15;17;22;33;39;,0,1
20537466408960,11;14;17;19;33;38;,0.5,0.5
20531023962112,11;13;19;23;37;39;,0,1
20533171445760,13;15;17;23;33;37;,0,1
20535318929408,11;15;17;19;33;39;,0,1
20478410358784,11;13;14;15;17;19;22;23;33;37;38;39;49;51;53;55;57;59;61;62;,0.916667,0.0833333
20600817061888,14;15;21;23;61;62;,0,1
20604038287360,10;15;22;23;58;62;,0.5,0.5
20606185771008,10;14;21;22;58;61;,1,0
20609406996480,14;15;21;22;53;55;,0.5,0.5
20612628221952,10;14;22;23;50;55;,1,0
20613701963776,10;15;21;23;50;53;,0.5,0.5
20599743324160,13;15;22;23;61;62;,0,1
20604038291456,14;15;17;23;57;62;,0,1
20606185775104,13;14;17;22;57;61;,1,0
20608333258752,13;14;22;23;53;55;,0,1
20612628226048,14;15;17;22;49;55;,0,1
20613701967872,13;15;17;23;49;53;,0,1
20599743340544,10;15;21;23;58;61;,0.5,0.5
20600817082368,13;15;17;23;57;61;,0.5,0.5
20606185791488,10;13;17;21;57;58;,1,0
20608333275136,10;13;21;23;50;55;,0,1
20609407016960,13;15;17;21;49;55;,0.5,0.5
20612628242432,10;15;17;23;49;50;,0.5,0.5
20599743344640,10;13;21;22;58;62;,0,1
20600817086464,13;14;17;21;57;62;,0.5,0.5
20604038311936,10;14;17;22;57;58;,1,0
20608333279232,10;14;21;22;50;53;,0,1
20609407021056,13;14;17;22;49;53;,0,1
20613701988352,10;13;17;21;49;50;,1,0
20609407062016,13;15;21;22;38;39;,1,0
20612628287488,10;15;22;23;34;38;,1,0
20613702029312,10;13;21;23;34;39;,1,0
20608333324288,13;14;21;23;38;39;,0.5,0.5
20612628291584,14;15;17;23;33;38;,0.5,0.5
20613702033408,13;15;17;21;33;39;,1,0
20608333336576,10;14;22;23;34;39;,0,1
20609407078400,14;15;17;22;33;39;,0,1
20613702045696,10;15;17;23;33;34;,0,1
20608333344768,10;13;21;22;34;38;,0,1
20609407086592,13;14;17;21;33;38;,0,1
20612628312064,10;14;17;22;33;34;,0.5,0.5
20600817160192,13;14;21;23;38;39;,1,0
20604038385664,10;14;22;23;34;39;,1,0
20606185869312,10;13;21;22;34;38;,1,0
20599743422464,13;15;21;22;38;39;,1,0
20604038389760,14;15;17;22;33;39;,1,0
20606185873408,13;14;17;21;33;38;,1,0
20599743434752,10;15;22;23;34;38;,0,1
20600817176576,14;15;17;23;33;38;,0,1
20606185885696,10;14;17;22;33;34;,0.5,0.5
20599743438848,10;13;21;23;34;39;,0,1
20600817180672,13;15;17;21;33;39;,0,1
20604038406144,10;15;17;23;33;34;,0,1
20547129835520,10;13;14;15;17;21;22;23;33;34;38;39;49;50;53;55;57;58;61;62;,0.958333,0.0416667
20806975492096,13;15;19;23;59;61;,1,0
20808049233920,10;15;21;23;58;61;,1,0
20812344201216,10;13;19;21;58;59;,1,0
20815565426688,13;15;19;21;51;55;,1,0
20816639168512,10;13;21;23;50;55;,1,0
20818786652160,10;15;19;23;50;51;,1,0
20805901754368,11;15;21;23;59;61;,0.5,0.5
20808049238016,13;15;17;23;57;61;,1,0
20812344205312,11;13;17;21;57;59;,1,0
20814491688960,11;13;21;23;51;55;,0.5,0.5
20816639172608,13;15;17;21;49;55;,0.5,0.5
20818786656256,11;15;17;23;49;51;,0.5,0.5
20805901766656,10;15;19;23;58;59;,0.5,0.5
20806975508480,11;15;17;23;57;59;,1,0
20812344217600,10;11;17;19;57;58;,1,0
20814491701248,10;11;19;23;50;55;,1,0
20815565443072,11;15;17;19;49;55;,0.5,0.5
20816639184896,10;15;17;23;49;50;,0.5,0.5
20805901774848,10;11;19;21;58;61;,1,0
20806975516672,11;13;17;19;57;61;,1,0
20808049258496,10;13;17;21;57;58;,1,0
20814491709440,10;13;19;21;50;51;,0.5,0.5
20815565451264,11;13;17;21;49;51;,1,0
20818786676736,10;11;17;19;49;50;,1,0
20815565492224,11;15;19;21;37;39;,1,0
20816639234048,10;15;21;23;34;37;,1,0
20818786717696,10;11;19;23;34;39;,1,0
20814491754496,11;13;19;23;37;39;,1,0
20816639238144,13;15;17;23;33;37;,1,0
20818786721792,11;15;17;19;33;39;,1,0
20814491758592,10;13;21;23;34;39;,0.5,0.5
20815565500416,13;15;17;21;33;39;,1,0
20818786725888,10;15;17;23;33;34;,1,0
20814491774976,10;11;19;21;34;37;,1,0
20815565516800,11;13;17;19;33;37;,0.5,0.5
20816639258624,10;13;17;21;33;34;,0.5,0.5
20806975590400,11;13;19;23;37;39;,1,0
20808049332224,10;13;21;23;34;39;,1,0
20812344299520,10;11;19;21;34;37;,1,0
20805901852672,11;15;19;21;37;39;,1,0
20808049336320,13;15;17;21;33;39;,1,0
20812344303616,11;13;17;19;33;37;,1,0
20805901856768,10;15;21;23;34;37;,1,0
20806975598592,13;15;17;23;33;37;,1,0
20812344307712,10;13;17;21;33;34;,1,0
20805901864960,10;11;19;23;34;39;,1,0
20806975606784,11;15;17;19;33;39;,0.5,0.5
20808049348608,10;15;17;23;33;34;,0.5,0.5
20753288265728,10;11;13;15;17;19;21;23;33;34;37;39;49;50;51;55;57;58;59;61;,1,0
20875694968832,13;14;19;21;59;62;,0.5,0.5
20876768710656,10;13;21;22;58;62;,1,0
20878916194304,10;14;19;22;58;59;,0.5,0.5
20884284903424,13;14;19;22;51;53;,0,1
20885358645248,10;14;21;22;50;53;,0.5,0.5
20888579870720,10;13;19;21;50;51;,0.5,0.5
20874621231104,11;13;21;22;59;62;,0,1
20876768714752,13;14;17;21;57;62;,0.5,0.5
20878916198400,11;14;17;22;57;59;,1,0
20883211165696,11;14;21;22;51;53;,0,1
20885358649344,13;14;17;22;49;53;,0,1
20888579874816,11;13;17;21;49;51;,1,0
20874621243392,10;11;19;22;58;62;,0.5,0.5
20875694985216,11;14;17;19;57;62;,0.5,0.5
20876768727040,10;14;17;22;57;58;,1,0
20883211177984,10;14;19;22;50;51;,0.5,0.5
20884284919808,11;14;17;22;49;51;,0.5,0.5
20888579887104,10;11;17;19;49;50;,1,0
20874621247488,10;13;19;21;58;59;,0.5,0.5
20875694989312,11;13;17;21;57;59;,1,0
20878916214784,10;11;17;19;57;58;,1,0
20883211182080,10;11;19;21;50;53;,0.5,0.5
20884284923904,11;13;17;19;49;53;,0.5,0.5
20885358665728,10;13;17;21;49;50;,1,0
20884284968960,11;13;19;22;37;38;,1,0
20885358710784,10;13;21;22;34;38;,1,0
20888579936256,10;11;19;21;34;37;,1,0
20883211231232,11;14;19;21;37;38;,1,0
20885358714880,13;14;17;21;33;38;,1,0
20888579940352,11;13;17;19;33;37;,1,0
20883211235328,10;14;21;22;34;37;,1,0
20884284977152,13;14;17;22;33;37;,0,1
20888579944448,10;13;17;21;33;34;,0.5,0.5
20883211243520,10;11;19;22;34;38;,0,1
20884284985344,11;14;17;19;33;38;,0,1
20885358727168,10;14;17;22;33;34;,0,1
20875695067136,11;14;19;21;37;38;,1,0
20876768808960,10;14;21;22;34;37;,1,0
20878916292608,10;11;19;22;34;38;,1,0
20874621329408,11;13;19;22;37;38;,1,0
20876768813056,13;14;17;22;33;37;,1,0
20878916296704,11;14;17;19;33;38;,1,0
20874621333504,10;13;21;22;34;38;,1,0
20875695075328,13;14;17;21;33;38;,1,0
20878916300800,10;14;17;22;33;34;,1,0
20874621345792,10;11;19;21;34;37;,0,1
20875695087616,11;13;17;19;33;37;,0,1
20876768829440,10;13;17;21;33;34;,0,1
20822007742464,10;11;13;14;17;19;21;22;33;34;37;38;49;50;51;53;57;58;59;62;,1,0
21022797602816,13;15;21;22;46;47;,0,1
21024945086464,11;15;22;23;43;46;,0,1
21026018828288,11;13;21;23;43;47;,0,1
21021723873280,11;15;19;22;46;47;,0,1
21022797615104,10;15;22;23;42;46;,0,1
21026018840576,10;11;19;23;42;47;,0,1
21021723877376,13;15;19;21;43;47;,0,1
21022797619200,10;13;21;23;42;47;,0,1
21024945102848,10;15;19;23;42;43;,0.5,0.5
21021723881472,11;13;21;22;43;46;,0,1
21024945106944,10;11;19;22;42;46;,0,1
21026018848768,10;13;19;21;42;43;,0.5,0.5
21022797635584,13;15;22;23;37;38;,0.5,0.5
21024945119232,11;15;19;22;38;39;,0.5,0.5
21026018861056,11;13;19;23;37;39;,0.5,0.5
21021723897856,13;15;21;22;38;39;,0,1
21024945123328,10;15;22;23;34;38;,0,1
21026018865152,10;13;21;23;34;39;,0,1
21021723910144,11;15;19;21;37;39;,0,1
21022797651968,10;15;21;23;34;37;,0,1
21024945135616,10;11;19;23;34;39;,0,1
21021723914240,11;13;19;22;37;38;,0,1
21022797656064,10;13;21;22;34;38;,0,1
21026018881536,10;11;19;21;34;37;,0,1
20959446695936,10;11;13;15;19;21;22;23;34;37;38;39;42;43;46;47;58;59;61;62;,0.833333,0.166667
21091517075456,13;14;21;23;46;47;,0.5,0.5
21093664559104,14;15;19;23;43;46;,1,0
21094738300928,13;15;19;21;43;47;,0.5,0.5
21089369608192,11;14;19;23;46;47;,0,1
21091517091840,14;15;17;23;41;46;,0,1
21094738317312,11;15;17;19;41;47;,0.5,0.5
21089369612288,11;13;21;23;43;47;,0,1
21091517095936,13;15;17;21;41;47;,0,1
21093664579584,11;15;17;23;41;43;,0.5,0.5
21089369616384,13;14;19;21;43;46;,0,1
21093664583680,11;14;17;19;41;46;,0.5,0.5
21094738325504,11;13;17;21;41;43;,0.5,0.5
21091517108224,14;15;21;23;37;38;,0.5,0.5
21093664591872,11;14;19;23;38;39;,1,0
21094738333696,11;15;19;21;37;39;,1,0
21089369632768,13;14;21;23;38;39;,0,1
21093664600064,14;15;17;23;33;38;,0,1
21094738341888,13;15;17;21;33;39;,0,1
21089369645056,11;13;19;23;37;39;,0,1
21091517128704,13;15;17;23;33;37;,0,1
21093664612352,11;15;17;19;33;39;,0.5,0.5
21089369649152,11;14;19;21;37;38;,0,1
21091517132800,13;14;17;21;33;38;,0,1
21094738358272,11;13;17;19;33;37;,0.5,0.5
21028166172672,11;13;14;15;17;19;21;23;33;37;38;39;41;43;46;47;57;59;61;62;,1,0
21159162810368,13;15;21;22;46;47;,0.5,0.5
21162384035840,10;15;22;23;42;46;,1,0
21163457777664,10;13;21;23;42;47;,0.5,0.5
21158089072640,13;14;21;23;46;47;,0,1
21162384039936,14;15;17;23;41;46;,0,1
21163457781760,13;15;17;21;41;47;,0,1
21158089084928,10;14;22;23;42;47;,0,1
21159162826752,14;15;17;22;41;47;,0,1
21163457794048,10;15;17;23;41;42;,0.5,0.5
21158089093120,10;13;21;22;42;46;,0,1
21159162834944,13;14;17;21;41;46;,0,1
21162384060416,10;14;17;22;41;42;,0.5,0.5
21159162843136,14;15;21;22;37;39;,0.5,0.5
21162384068608,10;14;22;23;34;39;,0.5,0.5
21163457810432,10;15;21;23;34;37;,1,0
21158089105408,13;14;22;23;37;39;,0.5,0.5
21162384072704,14;15;17;22;33;39;,0,1
21163457814528,13;15;17;23;33;37;,0,1
21158089121792,10;13;21;23;34;39;,0,1
21159162863616,13;15;17;21;33;39;,0,1
21162384089088,10;15;17;23;33;34;,0.5,0.5
21158089125888,10;14;21;22;34;37;,0,1
21159162867712,13;14;17;22;33;37;,0,1
21163457835008,10;13;17;21;33;34;,0.5,0.5
21096885649408,10;13;14;15;17;21;22;23;33;34;37;39;41;42;46;47;57;58;61;62;,0.916667,0.0833333
21296601763840,14;15;19;22;43;47;,0.5,0.5
21297675505664,10;14;22;23;42;47;,0.5,0.5
21300896731136,10;15;19;23;42;43;,0.5,0.5
21295528026112,11;14;22;23;43;47;,0,1
21297675509760,14;15;17;22;41;47;,0,1
21300896735232,11;15;17;23;41;43;,0.5,0.5
21295528042496,10;11;19;23;42;47;,0,1
21296601784320,11;15;17;19;41;47;,0.5,0.5
21297675526144,10;15;17;23;41;42;,0.5,0.5
21295528046592,10;14;19;22;42;43;,0.5,0.5
21296601788416,11;14;17;22;41;43;,0.5,0.5
21300896755712,10;11;17;19;41;42;,1,0
