GameState,PossibleArrows,WinProb,TieProb
117007661188215,,1,0
117006721664064,55;56;,1,0
117007526970873,,0,0
117007677965808,,0,0
117006721664448,48;57;,0,1
117006721666048,23;57;,0,1
117006721666496,17;56;,1,0
117006721666560,17;55;,0,1
117006721666624,23;48;,0,1
117011872269369,,0,0
117011972932659,,0,0
117011016631296,51;57;,0,1
117011821937787,,0,0
117012006487152,,0,0
117011016631360,48;59;,0,1
117011016633344,17;59;,0,1
117011016633536,16;57;,0,1
117011016633920,16;51;,0,1
117011016634048,17;48;,0,1
117013080228975,,1,0
117012090373184,47;59;,1,0
117013046674923,,0,1
117012090373568,43;57;,0,1
117012090374848,23;57;,0,1
117012090375104,17;59;,1,0
117012090375744,23;43;,0,1
117012090375872,17;47;,0,1
117016267899951,,0,1
117015311598592,47;57;,0,1
117016251123177,,0,0
117015311599040,41;56;,0,1
117015311600192,23;56;,0,1
117015311600576,16;57;,0,1
117015311601152,23;41;,0,1
117015311601216,16;47;,0,1
117020596421673,,0,0
117019606565888,41;59;,0,1
117020546090091,,0,1
117019606565952,43;56;,0,1
117019606567488,16;59;,0,1
117019606567616,17;56;,0,1
117019606568448,17;43;,0,1
117019606568640,16;41;,0,1
117020680307776,43;55;,1,0
117020680308160,41;51;,0,1
117020680309312,23;51;,0,1
117020680309440,17;55;,0,1
117020680309952,23;41;,0,1
117020680310208,17;43;,1,0
117021754049536,47;51;,0,1
117021754049984,43;48;,0,1
117021754051264,23;48;,0,1
117021754051520,16;51;,0,1
117021754051584,23;43;,0,1
117021754051776,16;47;,0,1
117023901533184,41;55;,0,1
117023901533248,47;48;,1,0
117023901534784,16;55;,0,1
117023901535168,17;48;,1,0
117023901535232,17;47;,0,1
117023901535680,16;41;,0,1
116960550764544,16;17;23;41;43;47;48;51;55;56;57;59;,0.333333,0.666667
117005429830716,,0,0
117005580825651,,0,0
117004574192640,51;60;,0,1
117005379499323,,0,0
117005564048688,,0,0
117004574192896,48;59;,0,1
117004574194688,20;59;,0,1
117004574194880,16;60;,0,1
117004574195392,20;48;,0,1
117004574195456,16;51;,0,1
117007526982780,,0,1
117007728309360,,0,0
117006721676352,48;60;,0,1
117007543760184,,0,0
117007661200689,,0,0
117006721676544,49;56;,0,1
117006721678336,17;60;,0,1
117006721678400,20;56;,0,1
117006721678848,20;49;,0,1
117006721679104,17;48;,0,1
117008617501755,,0,0
117008785273905,,0,0
117007795418112,49;59;,0,1
117008651056248,,0,0
117008734942323,,0,1
117007795418176,51;56;,0,1
117007795420224,16;59;,0,1
117007795420352,17;56;,0,1
117007795420672,17;51;,0,1
117007795420864,16;49;,0,1
117013097018475,,1,0
117012090385472,43;60;,1,0
117013080241449,,0,0
117012090385664,41;59;,0,1
117012090387008,20;59;,0,1
117012090387136,17;60;,1,0
117012090388160,20;41;,0,1
117012090388224,17;43;,0,1
117014153983020,,1,0
117013164127232,44;59;,1,0
117014103651627,,0,1
117013164127488,43;56;,0,1
117013164128960,20;56;,0,1
117013164129024,16;59;,1,0
117013164129792,20;43;,0,1
117013164129984,16;44;,0,1
117016318243881,,0,0
117015311610880,41;60;,0,1
117016251135084,,1,0
117015311610944,44;56;,1,0
117015311612480,16;60;,0,1
117015311612672,17;56;,1,0
117015311613440,17;44;,0,1
117015311613696,16;41;,0,1
117020680320064,44;51;,1,0
117020680320256,43;49;,0,1
117020680321728,20;49;,0,1
117020680321792,17;51;,1,0
117020680322112,20;43;,0,1
117020680322240,17;44;,0,1
117023901545472,44;49;,1,0
117023901545728,41;48;,0,1
117023901547072,20;48;,0,1
117023901547264,16;49;,1,0
117023901547520,20;41;,0,1
117023901547584,16;44;,0,1
117024975287296,41;51;,0,1
117024975287360,43;48;,1,0
117024975288896,16;51;,0,1
117024975289024,17;48;,1,0
117024975289344,17;43;,0,1
117024975289536,16;41;,0,1
116960550776832,16;17;20;41;43;44;48;49;51;56;59;60;,0.333333,0.666667
117004574198976,15;60;,1,0
117004574199232,12;59;,0,1
117004574199488,12;55;,0,1
117004574199552,15;51;,1,0
117007795424320,15;59;,0,1
117007795424704,11;57;,0,1
117007795424832,11;55;,0,1
117007795424960,15;49;,0,1
117011016649792,11;60;,0,1
117011016649920,12;57;,0,1
117011016650304,12;51;,0,1
117011016650496,11;49;,0,1
117013164133120,15;59;,1,0
117013164133312,11;60;,0,1
117013164134080,15;44;,1,0
117013164134144,11;47;,0,1
117015311616576,15;60;,1,0
117015311616960,12;57;,0,1
117015311617600,12;47;,0,1
117015311617792,15;41;,1,0
117019606583872,12;59;,0,1
117019606584064,11;57;,0,1
117019606584896,11;44;,0,1
117019606585024,12;41;,0,1
117021754067712,11;55;,1,0
117021754067904,12;51;,0,1
117021754068160,12;47;,0,1
117021754068416,11;44;,1,0
117023901551168,12;55;,0,1
117023901551360,15;49;,1,0
117023901551680,15;44;,1,0
117023901552064,12;41;,0,1
117024975292992,15;51;,1,0
117024975293376,11;49;,0,1
117024975293504,11;47;,0,1
117024975293632,15;41;,1,0
116960550780928,11;12;15;41;44;47;49;51;55;57;59;60;,1,0
117006721686528,15;60;,0,1
117006721686976,12;56;,1,0
117006721687040,12;55;,0,1
117006721687296,15;48;,0,1
117007795428544,15;56;,0,1
117007795428800,8;59;,1,0
117007795428864,15;51;,0,1
117007795429056,8;55;,0,1
117011016653824,12;59;,0,1
117011016654016,8;60;,1,0
117011016654528,12;48;,0,1
117011016654592,8;51;,1,0
117012090395328,15;60;,1,0
117012090395584,12;59;,1,0
117012090396352,12;47;,0,1
117012090396416,15;43;,1,0
117015311620864,15;56;,1,0
117015311621056,8;60;,1,0
117015311621632,15;44;,1,0
117015311621888,8;47;,1,0
117019606588096,12;56;,0,1
117019606588160,8;59;,1,0
117019606588928,12;43;,0,1
117019606589120,8;44;,0,1
117020680329920,12;55;,1,0
117020680329984,15;51;,1,0
117020680330432,15;44;,1,0
117020680330688,12;43;,1,0
117023901555456,8;55;,1,0
117023901555648,12;48;,1,0
117023901555712,12;47;,0,1
117023901556160,8;44;,1,0
117024975297216,15;48;,1,0
117024975297472,8;51;,1,0
117024975297536,15;43;,1,0
117024975297728,8;47;,1,0
116960550785024,8;12;15;43;44;47;48;51;55;56;59;60;,1,0
117004574215168,15;59;,0,1
117004574215616,11;56;,0,1
117004574215680,11;55;,0,1
117004574215872,15;48;,0,1
117006721698880,15;56;,0,1
117006721699264,8;57;,1,0
117006721699328,15;49;,0,1
117006721699392,8;55;,0,1
117011016666112,11;57;,0,1
117011016666176,8;59;,0,1
117011016666688,11;48;,0,1
117011016666816,8;49;,0,1
117012090407488,15;59;,0,1
117012090407872,11;57;,0,1
117012090408512,11;47;,0,1
117012090408640,15;41;,0,1
117013164149440,15;56;,0,1
117013164149696,8;59;,1,0
117013164150272,15;43;,0,1
117013164150464,8;47;,0,1
117019606600256,11;56;,0,1
117019606600384,8;57;,0,1
117019606601216,11;41;,0,1
117019606601280,8;43;,0,1
117020680342080,11;55;,0,1
117020680342208,15;49;,1,0
117020680342592,15;43;,1,0
117020680342976,11;41;,0,1
117021754084032,8;55;,0,1
117021754084288,11;48;,0,1
117021754084352,11;47;,0,1
117021754084800,8;43;,1,0
117023901567552,15;48;,0,1
117023901567936,8;49;,1,0
117023901568000,15;41;,0,1
117023901568064,8;47;,0,1
116960550797312,8;11;15;41;43;47;48;49;55;56;57;59;,0.333333,0.666667
117004574227456,11;60;,0,1
117004574227648,12;56;,0,1
117004574227968,12;51;,0,1
117004574228224,11;48;,0,1
117006721711104,12;57;,0,1
117006721711168,8;60;,0,1
117006721711680,12;48;,0,1
117006721711872,8;49;,0,1
117007795452992,11;56;,0,1
117007795453120,8;57;,0,1
117007795453440,11;49;,0,1
117007795453504,8;51;,0,1
117012090419776,11;60;,0,1
117012090419904,12;57;,0,1
117012090420800,12;43;,0,1
117012090420992,11;41;,0,1
117013164161728,8;60;,1,0
117013164161792,11;56;,1,0
117013164162560,11;44;,0,1
117013164162816,8;43;,0,1
117015311645248,12;56;,0,1
117015311645440,8;57;,1,0
117015311646208,12;41;,0,1
117015311646272,8;44;,0,1
117020680354368,12;51;,0,1
117020680354560,11;49;,1,0
117020680354880,11;44;,0,1
117020680355008,12;41;,0,1
117021754096320,12;48;,0,1
117021754096384,8;51;,1,0
117021754096640,12;43;,0,1
117021754096832,8;44;,0,1
117024975321664,11;48;,0,1
117024975321792,8;49;,1,0
117024975322112,11;41;,0,1
117024975322176,8;43;,0,1
116960550809600,8;11;12;41;43;44;48;49;51;56;57;60;,0.666667,0.333333
117012090494656,15;20;,0,1
117012090494720,11;23;,0,1
117015311719936,12;23;,0,1
117015311720192,15;16;,1,0
117019606687232,11;20;,0,1
117019606687424,12;16;,0,1
117020680428736,12;23;,0,1
117020680428992,11;20;,0,1
117023901654016,15;20;,0,1
117023901654464,12;16;,0,1
117024975395840,11;23;,0,1
117024975396032,15;16;,1,0
116960550883328,11;12;15;16;20;23;48;51;55;56;59;60;,0.5,0.5
117012090502720,12;23;,0,1
117012090502912,15;17;,1,0
117013164244480,15;20;,0,1
117013164244736,8;23;,1,0
117019606695424,12;17;,0,1
117019606695488,8;20;,0,1
117020680436800,15;20;,1,0
117020680437184,12;17;,1,0
117021754178560,12;23;,0,1
117021754179008,8;20;,1,0
117024975404032,15;17;,1,0
117024975404096,8;23;,1,0
116960550891520,8;12;15;17;20;23;48;49;55;56;57;60;,1,0
117013164248576,11;23;,0,1
117013164248768,15;16;,1,0
117015311732224,15;17;,1,0
117015311732288,8;23;,1,0
117019606699584,11;16;,0,1
117019606699712,8;17;,0,1
117020680440896,11;23;,1,0
117020680441024,15;17;,1,0
117021754182848,8;23;,1,0
117021754183104,11;16;,1,0
117023901666368,15;16;,1,0
117023901666752,8;17;,1,0
116960550895616,8;11;15;16;17;23;49;51;55;56;57;59;,1,0
117012090519104,11;20;,0,1
117012090519232,12;17;,0,1
117013164261056,8;20;,0,1
117013164261120,11;16;,0,1
117015311744576,12;16;,0,1
117015311744768,8;17;,0,1
117021754194944,11;20;,0,1
117021754195136,12;16;,0,1
117023901678592,12;17;,0,1
117023901678656,8;20;,0,1
117024975420480,11;16;,0,1
117024975420608,8;17;,0,1
116960550907904,8;11;12;16;17;20;48;49;51;57;59;60;,0.666667,0.333333
117004574330560,15;20;,0,1
117004574330624,11;23;,0,1
117006721814080,12;23;,0,1
117006721814272,15;17;,0,1
117011016781376,11;20;,0,1
117011016781504,12;17;,0,1
116960550912000,11;12;15;17;20;23;41;43;47;57;59;60;,0.333333,0.666667
117006721818112,15;20;,0,1
117006721818368,8;23;,0,1
117007795559936,11;23;,0,1
117007795560128,15;16;,0,1
117011016785600,8;20;,0,1
117011016785664,11;16;,0,1
116960550916096,8;11;15;16;20;23;43;44;47;56;59;60;,0.666667,0.333333
117004574342656,12;23;,0,1
117004574342912,15;16;,1,0
117007795568128,15;17;,0,1
117007795568192,8;23;,0,1
117011016793664,12;16;,0,1
117011016793856,8;17;,0,1
116960550924288,8;12;15;16;17;23;41;44;47;56;57;60;,0.833333,0.166667
117004574359040,11;20;,0,1
117004574359232,12;16;,0,1
117006721842688,12;17;,0,1
117006721842752,8;20;,0,1
117007795584576,11;16;,0,1
117007795584704,8;17;,0,1
116960550940672,8;11;12;16;17;20;41;43;44;56;57;59;,1,0
116960550944768,11;12;15;17;20;23;41;43;44;49;51;55;,0.333333,0.666667
116960550948864,8;11;12;16;20;23;43;44;47;48;51;55;,0.333333,0.666667
116960550957056,8;12;15;16;17;20;41;44;47;48;49;55;,0.333333,0.666667
116960550961152,8;11;15;16;17;23;41;43;47;48;49;51;,0.833333,0.166667
117076263208254,,1,0
117076481312049,,0,0
117075441124608,49;62;,1,0
117076313540025,,0,0
117076397426100,,1,0
117075441124736,52;57;,1,0
117075441126464,20;62;,0,1
117075441126656,22;57;,1,0
117075441126976,22;52;,0,1
117075441127296,20;49;,1,0
117077370504318,,1,0
117077555053683,,1,0
117076514866240,51;62;,1,0
117077336950203,,0,1
117077504722353,,0,0
117076514866560,49;59;,0,1
117076514868288,22;59;,0,1
117076514868416,17;62;,1,0
117076514868928,22;49;,0,1
117076514869120,17;51;,1,0
117079534765179,,0,1
117079652205684,,1,0
117078662349888,52;59;,1,0
117079517988153,,0,0
117079618651443,,0,1
117078662350080,51;57;,0,1
117078662352064,20;57;,0,1
117078662352128,17;59;,1,0
117078662352448,20;51;,0,1
117078662352576,17;52;,0,1
117082923762987,,1,0
117081883575552,43;62;,1,0
117082873431468,,1,0
117081883575680,44;59;,1,0
117081883577024,20;62;,1,0
117081883577088,22;59;,1,0
117081883578048,22;44;,1,0
117081883578240,20;43;,1,0
117085071246444,,1,0
117084031059008,44;62;,1,0
117084987360558,,1,0
117084031059200,46;57;,1,0
117084031060736,17;62;,1,0
117084031060864,20;57;,1,0
117084031061568,20;46;,0,1
117084031061888,17;44;,1,0
117086094656622,,1,0
117085104800832,46;59;,1,0
117086061102507,,1,0
117085104801152,43;57;,1,0
117085104802496,22;57;,1,0
117085104802688,17;59;,1,0
117085104803392,22;43;,0,1
117085104803520,17;46;,0,1
117090473510144,46;51;,1,0
117090473510272,43;52;,1,0
117090473511616,22;52;,1,0
117090473511808,20;51;,1,0
117090473512128,20;46;,1,0
117090473512192,22;43;,1,0
117092620993600,46;52;,1,0
117092620993920,44;49;,1,0
117092620995328,22;49;,1,0
117092620995456,17;52;,1,0
117092620995648,22;44;,1,0
117092620995840,17;46;,1,0
117095842219072,44;51;,1,0
117095842219264,43;49;,1,0
117095842220736,20;49;,1,0
117095842220800,17;51;,1,0
117095842221120,20;43;,0,1
117095842221248,17;44;,1,0
117029270224896,17;20;22;43;44;46;49;51;52;57;59;62;,1,0
117074098959678,,1,0
117074333840688,,0,0
117073293653248,48;62;,1,0
117074166068664,,0,0
117074233177524,,1,0
117073293653376,52;56;,1,0
117073293655040,20;62;,0,1
117073293655296,22;56;,1,0
117073293655552,22;52;,0,1
117073293655936,20;48;,1,0
117077336962110,,1,0
117077555065905,,0,0
117076514878464,49;62;,1,0
117077320185273,,0,0
117077471180208,,0,0
117076514878848,48;57;,0,1
117076514880512,22;57;,0,1
117076514880576,16;62;,0,1
117076514881088,22;48;,0,1
117076514881408,16;49;,1,0
117079534777401,,0,0
117079618663476,,0,1
117078662362112,52;57;,0,1
117079484446008,,0,0
117079601886513,,0,0
117078662362368,49;56;,0,1
117078662364224,20;56;,0,1
117078662364416,16;57;,0,1
117078662364672,20;49;,0,1
117078662364736,16;52;,0,1
117081850033449,,0,0
117080809846016,41;62;,1,0
117081766147500,,1,0
117080809846144,44;57;,1,0
117080809847360,20;62;,0,1
117080809847552,22;57;,1,0
117080809848384,22;44;,0,1
117080809848704,20;41;,1,0
117082923775020,,1,0
117081883587584,44;62;,1,0
117082823111982,,1,0
117081883587840,46;56;,1,0
117081883589376,16;62;,1,0
117081883589504,20;56;,1,0
117081883590144,20;46;,0,1
117081883590528,16;44;,1,0
117086061114414,,1,0
117085104813056,46;57;,1,0
117086044337577,,0,0
117085104813440,41;56;,0,1
117085104814656,22;56;,0,1
117085104814976,16;57;,1,0
117085104815616,22;41;,0,1
117085104815680,16;46;,0,1
117089399780608,46;49;,1,0
117089399780736,41;52;,1,0
117089399781952,22;52;,1,0
117089399782272,20;49;,1,0
117089399782464,20;46;,0,1
117089399782656,22;41;,1,0
117090473522176,46;52;,1,0
117090473522560,44;48;,1,0
117090473523968,22;48;,1,0
117090473524096,16;52;,1,0
117090473524224,22;44;,0,1
117090473524480,16;46;,1,0
117095842231296,44;49;,1,0
117095842231552,41;48;,0,1
117095842232896,20;48;,0,1
117095842233088,16;49;,1,0
117095842233344,20;41;,0,1
117095842233408,16;44;,0,1
117029270237184,16;20;22;41;44;46;48;49;52;56;57;62;,0.833333,0.166667
117074149295166,,1,0
117074333844531,,0,1
117073293657088,51;62;,1,0
117074098963899,,0,0
117074283513264,,0,0
117073293657472,48;59;,0,1
117073293659136,22;59;,0,1
117073293659328,16;62;,1,0
117073293659840,22;48;,0,1
117073293660032,16;51;,1,0
117076246447230,,1,0
117076481328240,,0,0
117075441140800,48;62;,1,0
117076263224760,,0,0
117076380665265,,0,0
117075441141120,49;56;,0,1
117075441142784,17;62;,0,1
117075441142848,22;56;,0,1
117075441143296,22;49;,0,1
117075441143680,17;48;,1,0
117079484449851,,0,0
117079652222001,,0,0
117078662366208,49;59;,0,1
117079518004344,,0,0
117079601890419,,0,1
117078662366272,51;56;,0,1
117078662368320,16;59;,0,1
117078662368448,17;56;,0,1
117078662368768,17;51;,0,1
117078662368960,16;49;,0,1
117081850037355,,1,0
117080809849920,43;62;,1,0
117081799706025,,0,0
117080809850240,41;59;,0,1
117080809851456,22;59;,0,1
117080809851584,17;62;,1,0
117080809852608,22;41;,0,1
117080809852800,17;43;,1,0
117082873447470,,1,0
117081883591680,46;59;,1,0
117082823116203,,1,0
117081883592064,43;56;,1,0
117081883593408,22;56;,1,0
117081883593600,16;59;,1,0
117081883594240,22;43;,0,1
117081883594432,16;46;,0,1
117085071262761,,0,0
117084031075328,41;62;,1,0
117084970599534,,1,0
117084031075392,46;56;,1,0
117084031076928,16;62;,0,1
117084031077248,17;56;,1,0
117084031077888,17;46;,0,1
117084031078272,16;41;,1,0
117089399784512,46;51;,1,0
117089399784832,43;49;,1,0
117089399786176,22;49;,1,0
117089399786368,17;51;,1,0
117089399786560,22;43;,0,1
117089399786688,17;46;,0,1
117092621009920,46;49;,1,0
117092621010304,41;48;,0,1
117092621011520,22;48;,0,1
117092621011840,16;49;,1,0
117092621011968,22;41;,0,1
117092621012032,16;46;,0,1
117095842235392,41;51;,0,1
117095842235456,43;48;,1,0
117095842236992,16;51;,0,1
117095842237120,17;48;,1,0
117095842237440,17;43;,0,1
117095842237632,16;41;,0,1
117029270241280,16;17;22;41;43;46;48;49;51;56;59;62;,0.666667,0.333333
117074166080571,,0,0
117074283521076,,1,0
117073293665280,52;59;,1,0
117074149303608,,0,0
117074233189683,,0,1
117073293665536,51;56;,0,1
117073293667520,20;56;,0,1
117073293667584,16;59;,1,0
117073293667840,20;51;,0,1
117073293668032,16;52;,0,1
117076313564280,,0,0
117076380673140,,1,0
117075441148992,52;56;,1,0
117076246455609,,0,0
117076397450544,,0,0
117075441149184,48;57;,0,1
117075441150976,20;57;,0,1
117075441151232,17;56;,1,0
117075441151488,17;52;,0,1
117075441151552,20;48;,0,1
117077370528825,,0,0
117077471192115,,0,1
117076514890752,51;57;,0,1
117077320197243,,0,1
117077504746608,,0,0
117076514890816,48;59;,0,1
117076514892800,17;59;,0,1
117076514892992,16;57;,0,1
117076514893376,16;51;,0,1
117076514893504,17;48;,0,1
117081799713900,,1,0
117080809858112,44;59;,1,0
117081766159659,,1,0
117080809858304,43;57;,1,0
117080809859776,20;57;,1,0
117080809859840,17;59;,1,0
117080809860672,20;43;,0,1
117080809860800,17;44;,0,1
117084987384876,,1,0
117084031083520,44;57;,1,0
117084970607913,,0,0
117084031083776,41;56;,0,1
117084031085120,20;56;,0,1
117084031085312,16;57;,1,0
117084031086080,20;41;,0,1
117084031086144,16;44;,0,1
117086094681129,,0,0
117085104825344,41;59;,0,1
117086044349547,,1,0
117085104825408,43;56;,1,0
117085104826944,16;59;,0,1
117085104827072,17;56;,1,0
117085104827904,17;43;,0,1
117085104828096,16;41;,0,1
117089399792704,43;52;,1,0
117089399792896,41;51;,0,1
117089399794240,20;51;,0,1
117089399794368,17;52;,1,0
117089399794880,20;41;,0,1
117089399794944,17;43;,1,0
117090473534464,44;51;,1,0
117090473534720,43;48;,1,0
117090473536192,20;48;,1,0
117090473536256,16;51;,1,0
117090473536512,20;43;,0,1
117090473536704,16;44;,1,0
117092621018112,41;52;,1,0
117092621018176,44;48;,1,0
117092621019712,16;52;,0,1
117092621019904,17;48;,1,0
117092621020160,17;44;,0,1
117092621020416,16;41;,1,0
117029270249472,16;17;20;41;43;44;48;51;52;56;57;59;,0.833333,0.166667
117073293675712,12;62;,1,0
117073293675776,14;59;,1,0
117073293676224,14;52;,1,0
117073293676416,12;51;,1,0
117076514901056,11;62;,0,1
117076514901184,14;57;,0,1
117076514901568,14;51;,0,1
117076514901888,11;49;,1,0
117078662384704,12;59;,0,1
117078662384896,11;57;,0,1
117078662385216,11;52;,0,1
117078662385344,12;49;,0,1
117081883609856,11;62;,1,0
117081883609984,12;59;,1,0
117081883610816,12;46;,0,1
117081883611008,11;44;,1,0
117084031093312,12;62;,1,0
117084031093504,14;57;,1,0
117084031094336,14;44;,1,0
117084031094656,12;41;,1,0
117085104835136,14;59;,0,1
117085104835456,11;57;,1,0
117085104836160,11;46;,0,1
117085104836288,14;41;,0,1
117090473544448,14;51;,1,0
117090473544576,11;52;,1,0
117090473544896,14;44;,1,0
117090473544960,11;46;,1,0
117092621027904,14;52;,1,0
117092621028224,12;49;,1,0
117092621028416,12;46;,0,1
117092621028608,14;41;,1,0
117095842253376,12;51;,0,1
117095842253568,11;49;,1,0
117095842253888,11;44;,0,1
117095842254016,12;41;,0,1
117029270257664,11;12;14;41;44;46;49;51;52;57;59;62;,1,0
117075441163264,12;62;,0,1
117075441163520,14;56;,1,0
117075441163776,14;52;,0,1
117075441164160,12;48;,1,0
117076514905088,14;59;,0,1
117076514905280,8;62;,1,0
117076514905792,14;48;,0,1
117076514905984,8;51;,1,0
117078662388928,12;56;,0,1
117078662388992,8;59;,1,0
117078662389248,12;51;,0,1
117078662389440,8;52;,0,1
117080809872064,12;62;,1,0
117080809872128,14;59;,1,0
117080809873088,14;44;,1,0
117080809873280,12;43;,1,0
117084031097600,8;62;,1,0
117084031097728,12;56;,1,0
117084031098368,12;46;,0,1
117084031098752,8;44;,1,0
117085104839360,14;56;,1,0
117085104839552,8;59;,1,0
117085104840192,14;43;,0,1
117085104840384,8;46;,0,1
117089399806656,14;52;,1,0
117089399806848,12;51;,1,0
117089399807168,12;46;,1,0
117089399807232,14;43;,1,0
117092621032192,14;48;,1,0
117092621032320,8;52;,1,0
117092621032448,14;44;,1,0
117092621032704,8;46;,1,0
117095842257600,12;48;,1,0
117095842257664,8;51;,1,0
117095842257920,12;43;,0,1
117095842258112,8;44;,1,0
117029270261760,8;12;14;43;44;46;48;51;52;56;59;62;,1,0
117073293691904,11;62;,0,1
117073293692096,14;56;,0,1
117073293692416,14;51;,0,1
117073293692800,11;48;,1,0
117075441175552,14;57;,0,1
117075441175616,8;62;,0,1
117075441176128,14;48;,0,1
117075441176448,8;49;,1,0
117078662401088,11;56;,0,1
117078662401216,8;57;,0,1
117078662401536,11;49;,0,1
117078662401600,8;51;,0,1
117080809884224,11;62;,0,1
117080809884352,14;57;,1,0
117080809885248,14;43;,0,1
117080809885568,11;41;,1,0
117081883626176,8;62;,1,0
117081883626368,11;56;,1,0
117081883627008,11;46;,0,1
117081883627392,8;43;,1,0
117084031109696,14;56;,0,1
117084031110016,8;57;,1,0
117084031110656,14;41;,0,1
117084031110720,8;46;,0,1
117089399818816,14;51;,1,0
117089399819136,11;49;,1,0
117089399819328,11;46;,0,1
117089399819456,14;41;,1,0
117090473560768,14;48;,1,0
117090473560960,8;51;,1,0
117090473561088,14;43;,0,1
117090473561280,8;46;,0,1
117095842269760,11;48;,0,1
117095842269888,8;49;,1,0
117095842270208,11;41;,0,1
117095842270272,8;43;,0,1
117029270274048,8;11;14;41;43;46;48;49;51;56;57;62;,0.833333,0.166667
117073293700096,12;59;,0,1
117073293700352,11;56;,1,0
117073293700608,11;52;,0,1
117073293700800,12;48;,0,1
117075441183808,12;56;,0,1
117075441184000,8;57;,1,0
117075441184256,12;49;,0,1
117075441184320,8;52;,0,1
117076514925568,11;57;,0,1
117076514925632,8;59;,0,1
117076514926144,11;48;,0,1
117076514926272,8;49;,0,1
117080809892416,12;59;,0,1
117080809892608,11;57;,1,0
117080809893440,11;44;,0,1
117080809893568,12;41;,0,1
117081883634368,12;56;,1,0
117081883634432,8;59;,1,0
117081883635200,12;43;,0,1
117081883635392,8;44;,0,1
117085104859712,11;56;,0,1
117085104859840,8;57;,1,0
117085104860672,11;41;,0,1
117085104860736,8;43;,0,1
117089399827008,11;52;,0,1
117089399827136,12;49;,1,0
117089399827520,12;43;,0,1
117089399827712,11;41;,1,0
117090473568960,8;52;,1,0
117090473569024,11;48;,1,0
117090473569280,11;44;,0,1
117090473569536,8;43;,1,0
117092621052480,12;48;,0,1
117092621052672,8;49;,1,0
117092621052928,12;41;,0,1
117092621052992,8;44;,0,1
117029270282240,8;11;12;41;43;44;48;49;52;56;57;59;,0.833333,0.166667
117080809971392,12;22;,0,1
117080809971584,11;20;,0,1
117084031196672,14;20;,0,1
117084031197056,12;16;,1,0
117085104938496,11;22;,0,1
117085104938688,14;16;,0,1
117089399905472,14;20;,1,0
117089399905536,11;22;,1,0
117092621130752,12;22;,0,1
117092621131008,14;16;,1,0
117095842356224,11;20;,0,1
117095842356416,12;16;,0,1
117029270360064,11;12;14;16;20;22;48;51;52;56;59;62;,0.666667,0.333333
117080809979456,14;20;,0,1
117080809979776,12;17;,1,0
117081883721216,12;22;,0,1
117081883721600,8;20;,1,0
117085104946688,14;17;,0,1
117085104946752,8;22;,0,1
117089399913536,12;22;,0,1
117089399913728,14;17;,1,0
117090473655296,14;20;,0,1
117090473655552,8;22;,1,0
117095842364416,12;17;,0,1
117095842364480,8;20;,0,1
117029270368256,8;12;14;17;20;22;48;49;52;56;57;62;,0.833333,0.166667
117080809983552,11;22;,0,1
117080809983680,14;17;,1,0
117081883725504,8;22;,1,0
117081883725696,11;16;,1,0
117084031209024,14;16;,1,0
117084031209344,8;17;,1,0
117090473659392,11;22;,0,1
117090473659584,14;16;,1,0
117092621143040,14;17;,1,0
117092621143104,8;22;,1,0
117095842368576,11;16;,0,1
117095842368704,8;17;,1,0
117029270372352,8;11;14;16;17;22;48;49;51;57;59;62;,1,0
117081883733504,11;20;,0,1
117081883733696,12;16;,0,1
117084031217152,12;17;,0,1
117084031217216,8;20;,0,1
117085104959040,11;16;,0,1
117085104959168,8;17;,0,1
117089399925824,11;20;,0,1
117089399925952,12;17;,1,0
117090473667776,8;20;,1,0
117090473667840,11;16;,1,0
117092621151296,12;16;,0,1
117092621151488,8;17;,1,0
117029270380544,8;11;12;16;17;20;49;51;52;56;57;59;,1,0
117073293807296,12;22;,0,1
117073293807488,11;20;,0,1
117075441290816,14;20;,0,1
117075441291136,12;17;,0,1
117076515032640,11;22;,0,1
117076515032768,14;17;,0,1
117029270388736,11;12;14;17;20;22;41;43;44;57;59;62;,0.333333,0.666667
117075441294848,12;22;,0,1
117075441295232,8;20;,0,1
117076515036864,8;22;,0,1
117076515037056,11;16;,0,1
117078662520320,11;20;,0,1
117078662520512,12;16;,0,1
117029270392832,8;11;12;16;20;22;43;44;46;56;59;62;,0.333333,0.666667
117073293819392,14;20;,0,1
117073293819776,12;16;,1,0
117076515044928,14;16;,0,1
117076515045248,8;17;,1,0
117078662528512,12;17;,0,1
117078662528576,8;20;,0,1
117029270401024,8;12;14;16;17;20;41;44;46;56;57;62;,0.833333,0.166667
117073293823488,11;22;,0,1
117073293823680,14;16;,1,0
117075441307136,14;17;,0,1
117075441307200,8;22;,0,1
117078662532672,11;16;,0,1
117078662532800,8;17;,0,1
117029270405120,8;11;14;16;17;22;41;43;46;56;57;59;,1,0
117029270421504,11;12;14;17;20;22;41;43;46;49;51;52;,0,1
117029270425600,8;11;14;16;20;22;43;44;46;48;51;52;,0.333333,0.666667
117029270433792,8;12;14;16;17;22;41;44;46;48;49;52;,0.666667,0.333333
117029270446080,8;11;12;16;17;20;41;43;44;48;49;51;,1,0
117219288986919,,0,1
117218248799488,39;62;,1,0
117219255432678,,0,1
117218248799680,38;60;,0,1
117218248800640,23;60;,1,0
117218248800704,20;62;,1,0
117218248802048,23;38;,1,0
117218248802176,20;39;,1,0
